Commodity,Date,Unit,Minimum,Maximum,Average
Onion Green,2019-02-23,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-02-24,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-02-24,Kg,30.0,35.0,32.5
Potato Red,2019-02-24,Kg,21.0,23.0,22.0
Potato White,2019-02-24,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-02-24,Kg,21.0,23.0,22.0
Onion Green,2019-02-24,Kg,40.0,45.0,42.5
Tomato Big(Nepali),2019-02-25,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-02-25,Kg,30.0,35.0,32.5
Potato Red,2019-02-25,Kg,21.0,23.0,22.0
Potato White,2019-02-25,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-02-25,Kg,21.0,23.0,22.0
Onion Green,2019-02-25,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-02-26,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-02-26,Kg,30.0,35.0,32.5
Potato Red,2019-02-26,Kg,21.0,23.0,22.0
Potato White,2019-02-26,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-02-26,Kg,21.0,23.0,22.0
Onion Green,2019-02-26,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-02-27,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-02-27,Kg,30.0,35.0,32.5
Potato Red,2019-02-27,Kg,20.0,22.0,21.0
Potato White,2019-02-27,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-02-27,Kg,21.0,23.0,22.0
Onion Green,2019-02-27,Kg,30.0,40.0,35.0
Tomato Big(Nepali),2019-02-28,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-02-28,Kg,30.0,35.0,32.5
Potato Red,2019-02-28,Kg,20.0,22.0,21.0
Potato White,2019-02-28,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-02-28,Kg,21.0,23.0,22.0
Onion Green,2019-02-28,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-03-01,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-03-01,Kg,30.0,35.0,32.5
Potato Red,2019-03-01,Kg,20.0,22.0,21.0
Potato White,2019-03-01,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-03-01,Kg,21.0,23.0,22.0
Onion Green,2019-03-01,Kg,30.0,35.0,32.5
Tomato Big(Nepali),2019-03-02,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-03-02,Kg,35.0,40.0,37.5
Potato Red,2019-03-02,Kg,20.0,22.0,21.0
Potato White,2019-03-02,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-03-02,Kg,21.0,23.0,22.0
Onion Green,2019-03-02,Kg,30.0,35.0,32.5
Tomato Big(Nepali),2019-03-03,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-03-03,Kg,35.0,40.0,37.5
Potato Red,2019-03-03,Kg,20.0,22.0,21.0
Potato White,2019-03-03,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-03-03,Kg,20.0,22.0,21.0
Onion Green,2019-03-03,Kg,25.0,30.0,27.5
Tomato Big(Nepali),2019-03-05,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-03-05,Kg,35.0,40.0,37.5
Potato Red,2019-03-05,Kg,20.0,22.0,21.0
Potato White,2019-03-05,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-03-05,Kg,20.0,22.0,21.0
Onion Green,2019-03-05,Kg,30.0,35.0,32.5
Tomato Big(Nepali),2019-03-06,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-03-06,Kg,35.0,40.0,37.5
Potato Red,2019-03-06,Kg,20.0,22.0,21.0
Potato White,2019-03-06,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-03-06,Kg,20.0,22.0,21.0
Onion Green,2019-03-06,Kg,30.0,35.0,32.5
Tomato Big(Nepali),2019-03-07,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-03-07,Kg,40.0,45.0,42.5
Potato Red,2019-03-07,Kg,21.0,23.0,22.0
Potato White,2019-03-07,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-03-07,Kg,21.0,23.0,22.0
Onion Green,2019-03-07,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-03-08,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-03-08,Kg,40.0,45.0,42.5
Potato Red,2019-03-08,Kg,21.0,23.0,22.0
Potato White,2019-03-08,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-03-08,Kg,21.0,23.0,22.0
Onion Green,2019-03-08,Kg,30.0,35.0,32.5
Tomato Big(Nepali),2019-03-09,Kg,35.0,40.0,37.5
Tomato Small(Local),2019-03-09,Kg,40.0,45.0,42.5
Potato Red,2019-03-09,Kg,21.0,23.0,22.0
Potato White,2019-03-09,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-03-09,Kg,22.0,24.0,23.0
Onion Green,2019-03-09,Kg,30.0,35.0,32.5
Tomato Big(Nepali),2019-03-10,Kg,35.0,40.0,37.5
Tomato Small(Local),2019-03-10,Kg,40.0,45.0,42.5
Potato Red,2019-03-10,Kg,21.0,23.0,22.0
Potato White,2019-03-10,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-03-10,Kg,21.0,24.0,22.5
Onion Green,2019-03-10,Kg,30.0,35.0,32.5
Tomato Big(Nepali),2019-03-11,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-03-11,Kg,40.0,45.0,42.5
Potato Red,2019-03-11,Kg,21.0,24.0,22.5
Potato White,2019-03-11,Kg,18.0,20.0,19.0
Onion Dry (Indian),2019-03-11,Kg,23.0,25.0,24.0
Onion Green,2019-03-11,Kg,30.0,40.0,35.0
Tomato Big(Nepali),2019-03-12,Kg,50.0,55.0,52.5
Tomato Small(Local),2019-03-12,Kg,40.0,45.0,42.5
Potato Red,2019-03-12,Kg,22.0,24.0,23.0
Onion Dry (Indian),2019-03-12,Kg,24.0,26.0,25.0
Onion Green,2019-03-12,Kg,30.0,40.0,35.0
Tomato Big(Nepali),2019-03-13,Kg,55.0,60.0,57.5
Tomato Small(Local),2019-03-13,Kg,40.0,45.0,42.5
Potato Red,2019-03-13,Kg,22.0,24.0,23.0
Onion Dry (Indian),2019-03-13,Kg,24.0,26.0,25.0
Onion Green,2019-03-13,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-03-14,Kg,50.0,55.0,52.5
Tomato Small(Local),2019-03-14,Kg,40.0,45.0,42.5
Potato Red,2019-03-14,Kg,22.0,24.0,23.0
Onion Dry (Indian),2019-03-14,Kg,25.0,27.0,26.0
Onion Green,2019-03-14,Kg,30.0,40.0,35.0
Tomato Big(Nepali),2019-03-15,Kg,55.0,60.0,57.5
Tomato Small(Local),2019-03-15,Kg,55.0,60.0,57.5
Potato Red,2019-03-15,Kg,22.0,24.0,23.0
Onion Dry (Indian),2019-03-15,Kg,24.0,26.0,25.0
Onion Green,2019-03-15,Kg,30.0,40.0,35.0
Tomato Big(Nepali),2019-03-16,Kg,55.0,60.0,57.5
Tomato Small(Local),2019-03-16,Kg,55.0,60.0,57.5
Potato Red,2019-03-16,Kg,22.0,24.0,23.0
Onion Dry (Indian),2019-03-16,Kg,24.0,26.0,25.0
Onion Green,2019-03-16,Kg,30.0,35.0,32.5
Tomato Big(Nepali),2019-03-17,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-03-17,Kg,50.0,55.0,52.5
Potato Red,2019-03-17,Kg,22.0,25.0,23.5
Onion Dry (Indian),2019-03-17,Kg,24.0,26.0,25.0
Onion Green,2019-03-17,Kg,25.0,30.0,27.5
Tomato Big(Nepali),2019-03-18,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-03-18,Kg,50.0,55.0,52.5
Potato Red,2019-03-18,Kg,20.0,22.0,21.0
Onion Dry (Indian),2019-03-18,Kg,22.0,24.0,23.0
Onion Green,2019-03-18,Kg,20.0,30.0,25.0
Tomato Big(Nepali),2019-03-19,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-03-19,Kg,50.0,55.0,52.5
Potato Red,2019-03-19,Kg,21.0,24.0,22.5
Onion Dry (Indian),2019-03-19,Kg,21.0,24.0,22.5
Onion Green,2019-03-19,Kg,25.0,30.0,27.5
Tomato Big(Nepali),2019-03-20,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-03-20,Kg,50.0,55.0,52.5
Potato Red,2019-03-20,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-03-20,Kg,21.0,23.0,22.0
Onion Green,2019-03-20,Kg,20.0,25.0,22.5
Tomato Big(Nepali),2019-03-21,Kg,60.0,65.0,62.5
Tomato Small(Local),2019-03-21,Kg,50.0,55.0,52.5
Potato Red,2019-03-21,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-03-21,Kg,21.0,23.0,22.0
Onion Green,2019-03-21,Kg,25.0,30.0,27.5
Tomato Big(Nepali),2019-03-22,Kg,60.0,65.0,62.5
Tomato Small(Local),2019-03-22,Kg,45.0,50.0,47.5
Potato Red,2019-03-22,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-03-22,Kg,24.0,26.0,25.0
Onion Green,2019-03-22,Kg,25.0,30.0,27.5
Tomato Big(Nepali),2019-03-23,Kg,60.0,65.0,62.5
Tomato Small(Local),2019-03-23,Kg,55.0,60.0,57.5
Potato Red,2019-03-23,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-03-23,Kg,23.0,24.0,23.5
Onion Green,2019-03-23,Kg,25.0,30.0,27.5
Tomato Big(Nepali),2019-03-24,Kg,50.0,55.0,52.5
Tomato Small(Local),2019-03-24,Kg,55.0,60.0,57.5
Potato Red,2019-03-24,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-03-24,Kg,21.0,23.0,22.0
Onion Green,2019-03-24,Kg,20.0,30.0,25.0
Tomato Big(Nepali),2019-03-25,Kg,50.0,55.0,52.5
Tomato Small(Local),2019-03-25,Kg,55.0,60.0,57.5
Potato Red,2019-03-25,Kg,22.0,24.0,23.0
Onion Dry (Indian),2019-03-25,Kg,23.0,25.0,24.0
Onion Green,2019-03-25,Kg,25.0,30.0,27.5
Tomato Big(Nepali),2019-03-26,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-03-26,Kg,55.0,60.0,57.5
Potato Red,2019-03-26,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-03-26,Kg,22.0,24.0,23.0
Onion Green,2019-03-26,Kg,25.0,30.0,27.5
Tomato Big(Nepali),2019-03-27,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-03-27,Kg,45.0,50.0,47.5
Potato Red,2019-03-27,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-03-27,Kg,23.0,25.0,24.0
Onion Green,2019-03-27,Kg,20.0,25.0,22.5
Tomato Big(Nepali),2019-03-28,Kg,55.0,60.0,57.5
Tomato Small(Local),2019-03-28,Kg,45.0,50.0,47.5
Potato Red,2019-03-28,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-03-28,Kg,24.0,26.0,25.0
Onion Green,2019-03-28,Kg,25.0,30.0,27.5
Tomato Big(Nepali),2019-03-29,Kg,50.0,55.0,52.5
Tomato Small(Local),2019-03-29,Kg,35.0,40.0,37.5
Potato Red,2019-03-29,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-03-29,Kg,24.0,26.0,25.0
Onion Green,2019-03-29,Kg,20.0,25.0,22.5
Tomato Big(Nepali),2019-03-30,Kg,50.0,55.0,52.5
Tomato Small(Local),2019-03-30,Kg,35.0,40.0,37.5
Potato Red,2019-03-30,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-03-30,Kg,24.0,26.0,25.0
Onion Green,2019-03-30,Kg,20.0,25.0,22.5
Tomato Big(Nepali),2019-03-31,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-03-31,Kg,28.0,33.0,30.5
Potato Red,2019-03-31,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-03-31,Kg,24.0,26.0,25.0
Onion Green,2019-03-31,Kg,20.0,25.0,22.5
Tomato Big(Nepali),2019-04-01,Kg,50.0,55.0,52.5
Tomato Small(Local),2019-04-01,Kg,25.0,30.0,27.5
Potato Red,2019-04-01,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-04-01,Kg,24.0,26.0,25.0
Onion Green,2019-04-01,Kg,20.0,25.0,22.5
Tomato Big(Nepali),2019-04-02,Kg,55.0,60.0,57.5
Tomato Small(Local),2019-04-02,Kg,25.0,30.0,27.5
Potato Red,2019-04-02,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-04-02,Kg,23.0,25.0,24.0
Onion Green,2019-04-02,Kg,20.0,30.0,25.0
Tomato Big(Nepali),2019-04-03,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-04-03,Kg,30.0,35.0,32.5
Potato Red,2019-04-03,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-04-03,Kg,24.0,26.0,25.0
Onion Green,2019-04-03,Kg,25.0,30.0,27.5
Tomato Big(Nepali),2019-04-04,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-04-04,Kg,40.0,45.0,42.5
Potato Red,2019-04-04,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-04-04,Kg,22.0,25.0,23.5
Onion Green,2019-04-04,Kg,25.0,30.0,27.5
Tomato Big(Nepali),2019-04-05,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-04-05,Kg,35.0,40.0,37.5
Potato Red,2019-04-05,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-04-05,Kg,22.0,24.0,23.0
Onion Green,2019-04-05,Kg,20.0,30.0,25.0
Tomato Big(Nepali),2019-04-06,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-04-06,Kg,35.0,40.0,37.5
Potato Red,2019-04-06,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-04-06,Kg,22.0,24.0,23.0
Onion Green,2019-04-06,Kg,25.0,30.0,27.5
Tomato Big(Nepali),2019-04-07,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-04-07,Kg,35.0,40.0,37.5
Potato Red,2019-04-07,Kg,23.0,25.0,24.0
Onion Dry (Indian),2019-04-07,Kg,23.0,25.0,24.0
Onion Green,2019-04-07,Kg,40.0,45.0,42.5
Tomato Big(Nepali),2019-04-08,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-04-08,Kg,35.0,40.0,37.5
Potato Red,2019-04-08,Kg,22.0,25.0,23.5
Onion Dry (Indian),2019-04-08,Kg,23.0,25.0,24.0
Onion Green,2019-04-08,Kg,25.0,30.0,27.5
Tomato Big(Nepali),2019-04-09,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-04-09,Kg,35.0,40.0,37.5
Potato Red,2019-04-09,Kg,23.0,25.0,24.0
Onion Dry (Indian),2019-04-09,Kg,23.0,25.0,24.0
Onion Green,2019-04-09,Kg,25.0,30.0,27.5
Tomato Big(Nepali),2019-04-10,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-04-10,Kg,35.0,40.0,37.5
Potato Red,2019-04-10,Kg,24.0,26.0,25.0
Onion Dry (Indian),2019-04-10,Kg,23.0,25.0,24.0
Onion Green,2019-04-10,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-04-11,Kg,50.0,55.0,52.5
Tomato Small(Local),2019-04-11,Kg,30.0,35.0,32.5
Potato Red,2019-04-11,Kg,25.0,27.0,26.0
Onion Dry (Indian),2019-04-11,Kg,23.0,25.0,24.0
Onion Green,2019-04-11,Kg,30.0,35.0,32.5
Tomato Big(Nepali),2019-04-12,Kg,50.0,55.0,52.5
Tomato Small(Local),2019-04-12,Kg,30.0,35.0,32.5
Potato Red,2019-04-12,Kg,25.0,27.0,26.0
Onion Dry (Indian),2019-04-12,Kg,23.0,25.0,24.0
Onion Green,2019-04-12,Kg,30.0,35.0,32.5
Tomato Big(Nepali),2019-04-13,Kg,50.0,55.0,52.5
Tomato Small(Local),2019-04-13,Kg,32.0,38.0,35.0
Potato Red,2019-04-13,Kg,25.0,27.0,26.0
Onion Dry (Indian),2019-04-13,Kg,23.0,25.0,24.0
Onion Green,2019-04-13,Kg,30.0,35.0,32.5
Tomato Big(Nepali),2019-04-14,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-04-14,Kg,30.0,35.0,32.5
Potato Red,2019-04-14,Kg,25.0,27.0,26.0
Onion Dry (Indian),2019-04-14,Kg,23.0,25.0,24.0
Onion Green,2019-04-14,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-04-15,Kg,55.0,60.0,57.5
Tomato Small(Local),2019-04-15,Kg,35.0,40.0,37.5
Potato Red,2019-04-15,Kg,25.0,27.0,26.0
Onion Dry (Indian),2019-04-15,Kg,24.0,26.0,25.0
Onion Green,2019-04-15,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-04-16,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-04-16,Kg,30.0,35.0,32.5
Potato Red,2019-04-16,Kg,25.0,27.0,26.0
Onion Dry (Indian),2019-04-16,Kg,24.0,26.0,25.0
Onion Green,2019-04-16,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-04-17,Kg,50.0,55.0,52.5
Tomato Small(Local),2019-04-17,Kg,30.0,35.0,32.5
Potato Red,2019-04-17,Kg,28.0,30.0,29.0
Onion Dry (Indian),2019-04-17,Kg,25.0,27.0,26.0
Onion Green,2019-04-17,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-04-18,Kg,50.0,55.0,52.5
Tomato Small(Local),2019-04-18,Kg,35.0,40.0,37.5
Potato Red,2019-04-18,Kg,28.0,30.0,29.0
Onion Dry (Indian),2019-04-18,Kg,25.0,27.0,26.0
Onion Green,2019-04-18,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-04-19,Kg,55.0,60.0,57.5
Tomato Small(Local),2019-04-19,Kg,35.0,40.0,37.5
Potato Red,2019-04-19,Kg,27.0,29.0,28.0
Onion Dry (Indian),2019-04-19,Kg,25.0,27.0,26.0
Onion Green,2019-04-19,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-04-20,Kg,55.0,60.0,57.5
Tomato Small(Local),2019-04-20,Kg,40.0,45.0,42.5
Potato Red,2019-04-20,Kg,24.0,28.0,26.0
Onion Dry (Indian),2019-04-20,Kg,25.0,27.0,26.0
Onion Green,2019-04-20,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-04-21,Kg,55.0,60.0,57.5
Tomato Small(Local),2019-04-21,Kg,40.0,45.0,42.5
Potato Red,2019-04-21,Kg,28.0,30.0,29.0
Onion Dry (Indian),2019-04-21,Kg,25.0,27.0,26.0
Onion Green,2019-04-21,Kg,40.0,45.0,42.5
Tomato Big(Nepali),2019-04-22,Kg,55.0,60.0,57.5
Tomato Small(Local),2019-04-22,Kg,40.0,45.0,42.5
Potato Red,2019-04-22,Kg,26.0,28.0,27.0
Onion Dry (Indian),2019-04-22,Kg,26.0,28.0,27.0
Onion Green,2019-04-22,Kg,40.0,45.0,42.5
Tomato Big(Nepali),2019-04-23,Kg,50.0,55.0,52.5
Tomato Small(Local),2019-04-23,Kg,40.0,45.0,42.5
Potato Red,2019-04-23,Kg,24.0,26.0,25.0
Onion Dry (Indian),2019-04-23,Kg,26.0,28.0,27.0
Onion Green,2019-04-23,Kg,45.0,50.0,47.5
Tomato Big(Nepali),2019-04-24,Kg,50.0,55.0,52.5
Tomato Small(Local),2019-04-24,Kg,38.0,43.0,40.5
Potato Red,2019-04-24,Kg,25.0,28.0,26.5
Onion Dry (Indian),2019-04-24,Kg,27.0,28.0,27.5
Onion Green,2019-04-24,Kg,45.0,50.0,47.5
Tomato Big(Nepali),2019-04-25,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-04-25,Kg,38.0,42.0,40.0
Potato Red,2019-04-25,Kg,24.0,27.0,25.5
Onion Dry (Indian),2019-04-25,Kg,27.0,28.0,27.5
Onion Green,2019-04-25,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-04-26,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-04-26,Kg,38.0,40.0,39.0
Potato Red,2019-04-26,Kg,24.0,27.0,25.5
Onion Dry (Indian),2019-04-26,Kg,27.0,28.0,27.5
Onion Green,2019-04-26,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2019-04-27,Kg,45.0,50.0,47.5
Tomato Small(Local),2019-04-27,Kg,40.0,45.0,42.5
Potato Red,2019-04-27,Kg,23.0,25.0,24.0
Onion Dry (Indian),2019-04-27,Kg,26.0,28.0,27.0
Onion Green,2019-04-27,Kg,45.0,50.0,47.5
Tomato Big(Nepali),2019-04-28,Kg,55.0,60.0,57.5
Tomato Small(Local),2019-04-28,Kg,45.0,50.0,47.5
Potato Red,2019-04-28,Kg,23.0,25.0,24.0
Potato White,2019-04-28,Kg,20.0,22.0,21.0
Onion Dry (Indian),2019-04-28,Kg,26.0,28.0,27.0
Onion Green,2019-04-28,Kg,45.0,50.0,47.5
Tomato Big(Nepali),2019-04-29,Kg,55.0,60.0,57.5
Tomato Small(Local),2019-04-29,Kg,55.0,60.0,57.5
Potato Red,2019-04-29,Kg,23.0,25.0,24.0
Onion Dry (Indian),2019-04-29,Kg,26.0,28.0,27.0
Onion Green,2019-04-29,Kg,45.0,50.0,47.5
Tomato Big(Nepali),2019-04-30,Kg,75.0,80.0,77.5
Tomato Small(Local),2019-04-30,Kg,70.0,75.0,72.5
Potato Red,2019-04-30,Kg,23.0,25.0,24.0
Onion Dry (Indian),2019-04-30,Kg,26.0,28.0,27.0
Onion Green,2019-04-30,Kg,40.0,50.0,45.0
Tomato Big(Nepali),2019-05-01,Kg,75.0,80.0,77.5
Tomato Small(Local),2019-05-01,Kg,70.0,75.0,72.5
Potato Red,2019-05-01,Kg,23.0,25.0,24.0
Onion Dry (Indian),2019-05-01,Kg,25.0,27.0,26.0
Onion Green,2019-05-01,Kg,40.0,50.0,45.0
Tomato Big(Nepali),2019-05-02,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-05-02,Kg,65.0,70.0,67.5
Potato Red,2019-05-02,Kg,23.0,25.0,24.0
Onion Dry (Indian),2019-05-02,Kg,25.0,28.0,26.5
Onion Green,2019-05-02,Kg,40.0,50.0,45.0
Tomato Big(Nepali),2019-05-03,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-05-03,Kg,60.0,65.0,62.5
Potato Red,2019-05-03,Kg,24.0,26.0,25.0
Onion Dry (Indian),2019-05-03,Kg,25.0,27.0,26.0
Onion Green,2019-05-03,Kg,40.0,50.0,45.0
Tomato Big(Nepali),2019-05-04,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-05-04,Kg,60.0,65.0,62.5
Potato Red,2019-05-04,Kg,24.0,26.0,25.0
Onion Dry (Indian),2019-05-04,Kg,25.0,27.0,26.0
Onion Green,2019-05-04,Kg,40.0,50.0,45.0
Tomato Big(Nepali),2019-05-05,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-05-05,Kg,65.0,70.0,67.5
Potato Red,2019-05-05,Kg,24.0,26.0,25.0
Onion Dry (Indian),2019-05-05,Kg,25.0,27.0,26.0
Onion Green,2019-05-05,Kg,40.0,50.0,45.0
Tomato Big(Nepali),2019-05-06,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-05-06,Kg,65.0,70.0,67.5
Potato Red,2019-05-06,Kg,25.0,27.0,26.0
Onion Dry (Indian),2019-05-06,Kg,25.0,27.0,26.0
Onion Green,2019-05-06,Kg,60.0,70.0,65.0
Tomato Big(Nepali),2019-05-07,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-05-07,Kg,60.0,65.0,62.5
Potato Red,2019-05-07,Kg,26.0,28.0,27.0
Onion Dry (Indian),2019-05-07,Kg,26.0,28.0,27.0
Onion Green,2019-05-07,Kg,50.0,60.0,55.0
Tomato Big(Nepali),2019-05-08,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-05-08,Kg,65.0,70.0,67.5
Potato Red,2019-05-08,Kg,28.0,30.0,29.0
Onion Dry (Indian),2019-05-08,Kg,26.0,28.0,27.0
Onion Green,2019-05-08,Kg,50.0,60.0,55.0
Tomato Big(Nepali),2019-05-09,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-05-09,Kg,60.0,65.0,62.5
Potato Red,2019-05-09,Kg,26.0,28.0,27.0
Onion Dry (Indian),2019-05-09,Kg,26.0,28.0,27.0
Onion Green,2019-05-09,Kg,60.0,70.0,65.0
Tomato Big(Nepali),2019-05-10,Kg,75.0,80.0,77.5
Tomato Small(Local),2019-05-10,Kg,65.0,70.0,67.5
Potato Red,2019-05-10,Kg,25.0,27.0,26.0
Onion Dry (Indian),2019-05-10,Kg,26.0,28.0,27.0
Onion Green,2019-05-10,Kg,75.0,80.0,77.5
Tomato Big(Nepali),2019-05-11,Kg,65.0,70.0,67.5
Tomato Small(Local),2019-05-11,Kg,75.0,80.0,77.5
Potato Red,2019-05-11,Kg,26.0,28.0,27.0
Onion Dry (Indian),2019-05-11,Kg,26.0,28.0,27.0
Onion Green,2019-05-11,Kg,60.0,70.0,65.0
Tomato Big(Nepali),2019-05-12,Kg,95.0,100.0,97.5
Tomato Small(Local),2019-05-12,Kg,85.0,90.0,87.5
Potato Red,2019-05-12,Kg,25.0,27.0,26.0
Onion Dry (Indian),2019-05-12,Kg,25.0,27.0,26.0
Onion Green,2019-05-12,Kg,60.0,70.0,65.0
Tomato Big(Nepali),2019-05-13,Kg,95.0,100.0,97.5
Tomato Small(Local),2019-05-13,Kg,85.0,90.0,87.5
Potato Red,2019-05-13,Kg,25.0,27.0,26.0
Onion Dry (Indian),2019-05-13,Kg,25.0,27.0,26.0
Onion Green,2019-05-13,Kg,60.0,70.0,65.0
Tomato Big(Nepali),2019-05-14,Kg,90.0,95.0,92.5
Tomato Small(Local),2019-05-14,Kg,85.0,90.0,87.5
Potato Red,2019-05-14,Kg,24.0,26.0,25.0
Onion Dry (Indian),2019-05-14,Kg,25.0,27.0,26.0
Onion Green,2019-05-14,Kg,75.0,80.0,77.5
Tomato Big(Nepali),2019-05-15,Kg,95.0,100.0,97.5
Tomato Small(Local),2019-05-15,Kg,95.0,100.0,97.5
Potato Red,2019-05-15,Kg,25.0,27.0,26.0
Onion Dry (Indian),2019-05-15,Kg,25.0,27.0,26.0
Onion Green,2019-05-15,Kg,75.0,80.0,77.5
Tomato Big(Nepali),2019-05-16,Kg,75.0,80.0,77.5
Tomato Small(Local),2019-05-16,Kg,75.0,80.0,77.5
Potato Red,2019-05-16,Kg,26.0,28.0,27.0
Onion Dry (Indian),2019-05-16,Kg,25.0,27.0,26.0
Onion Green,2019-05-16,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2019-05-17,Kg,80.0,85.0,82.5
Tomato Small(Local),2019-05-17,Kg,75.0,80.0,77.5
Potato Red,2019-05-17,Kg,26.0,28.0,27.0
Onion Dry (Indian),2019-05-17,Kg,25.0,27.0,26.0
Onion Green,2019-05-17,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2019-05-18,Kg,75.0,80.0,77.5
Tomato Small(Local),2019-05-18,Kg,75.0,80.0,77.5
Potato Red,2019-05-18,Kg,25.0,27.0,26.0
Onion Dry (Indian),2019-05-18,Kg,25.0,27.0,26.0
Onion Green,2019-05-18,Kg,75.0,80.0,77.5
Tomato Big(Nepali),2019-05-19,Kg,85.0,90.0,87.5
Tomato Small(Local),2019-05-19,Kg,75.0,80.0,77.5
Potato Red,2019-05-19,Kg,27.0,29.0,28.0
Potato White,2019-05-19,Kg,21.0,23.0,22.0
Onion Dry (Indian),2019-05-19,Kg,25.0,27.0,26.0
Onion Green,2019-05-19,Kg,80.0,90.0,85.0
